class,number,section,time,room,prof,enrollment
 ENPH 372 - Thermodynamics ,4723,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","ELLIS RM327
ELLIS RM327
ELLIS RM327","Momayez,Ladan
Momayez,Ladan
Momayez,Ladan",52
 FREN 150B - Français intermédiaire ,2513,"010-TUT
Regular",Th 4:30PM - 5:30PM,BOTTER RM B148,Staff,14
 FREN 150B - Français intermédiaire ,2514,"011-TUT
Regular",Th 4:30PM - 5:30PM,TBA,Staff,11
 HLTH 334 - The Politics of Health and Illness ,4145,"002-TUT
Regular",Th 4:30PM - 5:30PM,KINES & HLTH RM106,Staff,19
 LATN 110B - Introductory Latin ,1810,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Kavanagh,Bernard J
Kavanagh,Bernard J
Kavanagh,Bernard J",51
 LATN 209B - Intermediate Latin ,1811,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","MACINTOSH-CORRY RM D214
MACINTOSH-CORRY RM D214
MACINTOSH-CORRY RM D214","Lehoux,Daryn R
Lehoux,Daryn R
Lehoux,Daryn R",16
 LING 100B - Introduction to Linguistics ,5097,"005-TUT
Regular",Th 4:30PM - 5:30PM,KINGSTON RM205,"Bjorkman,Bronwyn",15
 MATH 212 - Linear Algebra ll ,4341,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Avdeeva,Maria
Avdeeva,Maria
Avdeeva,Maria",111
 MATH 337 - Introduction to Operations Research Models ,5625,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","JEFFERY RM101
JEFFERY RM101
JEFFERY RM101","Greenhalgh,Scott
Greenhalgh,Scott
Greenhalgh,Scott",51
 MATH 923 - Topics In Analysis ,6232,"001-LEC
Regular","Th 4:30PM - 6:00PM
We 5:00PM - 6:30PM","JEFFERY RM319
JEFFERY RM319","Mansouri,Abdol-Reza
Mansouri,Abdol-Reza",3
 MECH 241 - Fluid Mechanics I ,4439,"001-LEC
Regular","Mo 3:30PM - 4:30PM
Th 4:30PM - 5:30PM
Tu 2:30PM - 3:30PM","STIRLING RM B
STIRLING RM B
DUNNING RM14","Matovic,Miodrag Darko,
Wong,Jaime
Matovic,Miodrag Darko,
Wong,Jaime
Matovic,Miodrag Darko,
Wong,Jaime",134
 MECH 346 - Heat Transfer ,4450,"001-LEC
Regular","MoWe 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","DUNNING AUD
STIRLING AUD","Harrison,Stephen J
Harrison,Stephen J",219
 MECH 424 - Sustainable Product Design ,4487,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","MCLAUGHLIN RM315
MCLAUGHLIN RM315
MCLAUGHLIN RM315","Jeswiet,Jacob
Jeswiet,Jacob
Jeswiet,Jacob",111
 MECH 483 - Nuclear Materials ,4472,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","ELLIS RM218
NICOL RM321
NICOL RM232","Yao,Zhongwen
Yao,Zhongwen
Yao,Zhongwen",12
 MTHE 212 - Linear Algebra ,5140,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Avdeeva,Maria
Avdeeva,Maria
Avdeeva,Maria",111
 MTHE 337 - Intro. To Operations Research ,5134,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","JEFFERY RM101
JEFFERY RM101
JEFFERY RM101","Greenhalgh,Scott
Greenhalgh,Scott
Greenhalgh,Scott",51
 PATH 310 - Path and Molecular Medicine ,1037,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","WALTER LIGHT RM205
WALTER LIGHT RM205
WALTER LIGHT RM205","Hough,Christine
Hough,Christine
Hough,Christine",147
 PHIL 111B - Great Works of Philosophy ,4631,"002-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A","Knight,Deborah
Knight,Deborah
Knight,Deborah",106
 PHYS 372 - Thermodynamics ,4687,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","ELLIS RM327
ELLIS RM327
ELLIS RM327","Momayez,Ladan
Momayez,Ladan
Momayez,Ladan",52
 POLS 110B - Introduction to Politics and Government ,4740,"010-TUT
Regular",Th 4:30PM - 5:30PM,MACINTOSH-CORRY RM D326,Staff,22
 POLS 262 - International Political Economy ,4782,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","HUMPHREY AUD
HUMPHREY AUD
HUMPHREY AUD","Cox,Wayne S
Cox,Wayne S
Cox,Wayne S",215
 POLS 264 - World Politics in Historical Perspective ,5177,"003-TUT
Regular",Th 4:30PM - 5:30PM,MACINTOSH-CORRY RM C508,Staff,0
 PSYC 100B - Principles of Psychology ,3413,"036-LAB
Regular",Th 4:30PM - 5:30PM,HUMPHREY RM131,Staff,28
 PSYC 100B - Principles of Psychology ,3459,"067-LAB
Regular",Th 4:30PM - 5:30PM,HUMPHREY RM132,Staff,24
 PSYC 203 - Research Methods in Psychology ,3365,"009-LAB
Regular",Th 5:30PM - 7:00PM,HUMPHREY RM219,Staff,25
 LAW 252 - Construction Law ,1744,"001-SEM
Law",Th 6:00PM - 9:00PM,MACDONALD RM211,"Goode,Jonathan Alexander,
Lee,Andrea",23
 LAW 264 - Insolvency Restructuring ,1745,"001-SEM
Law",Th 6:00PM - 8:00PM,MACDONALD RM400,"Haak,Debra Marie,
Shea,E. Patrick",24
 LAW 362 - Trial Advocacy ,1452,"001-SEM
Law",Th 6:00PM - 9:00PM,MACDONALD RM201,"Kamin,Lanny",15
 LAW 365 - Advocacy on Motions ,1543,"001-SEM
Law",Th 6:00PM - 9:00PM,MACDONALD RM202,"Muszynski,Kristin,
Storms,Todd",24
 NURS 100 - Nutrition And Health ,4612,"001-LEC
Regular",Th 6:00PM - 9:00PM,STIRLING RM B,"Lalonde,Jeffrey",142
 SURP 840 - Land Use Planning ,6034,"001-LEC
Regular",Th 6:00PM - 9:00PM,TBA,"Gale,Hugh Read,
Gkotsis,Tony",31
 APSC 161 - Engineering Graphics ,3834,"800-LEC
Regular",TuTh 6:30PM - 7:30PM,BEAMISH-MUNRO RM213,"Shepertycky,Michael",72
 APSC 221 - Economic And Business Practice ,3779,"800-LEC
Regular","Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM","CHERNOFF AUD
MCLAUGHLIN RM315
MCLAUGHLIN RM315
MCLAUGHLIN RM315","Hungler,Paul,
Sneep,Jan
Sneep,Jan
Sneep,Jan
Sneep,Jan",201
 ARTF 448 - Individual Programs II ,1940,"001-SEM
Regular",Th 6:30PM - 8:00PM,ONTARIO RM207,"Aziz,Sylvat,
Rettig,Ted,
Sellars,Kathleen E,
Tamasauskas,Otis C K,
Winton,Jan",24
 ARTF 448 - Individual Programs II ,1941,"002-SEM
Regular",Th 6:30PM - 8:00PM,TBA,"Winton,Jan",0
 ARTF 448 - Individual Programs II ,1942,"003-SEM
Regular",Th 6:30PM - 8:00PM,TBA,"Rettig,Ted",0
 ARTF 448 - Individual Programs II ,1943,"004-SEM
Regular",Th 6:30PM - 8:00PM,TBA,"Tamasauskas,Otis C K",0
 BIOL 202 - Diversity of Life II ,1391,"016-LAB
Regular",Th 6:30PM - 9:30PM,BIOSCI RM2311,Staff,20
 BIOL 202 - Diversity of Life II ,1392,"017-LAB
Regular",Th 6:30PM - 9:30PM,BIOSCI RM2312,Staff,20
 BIOL 206 - Evolutionary Genetics ,1333,"014-LAB
Regular",Th 6:30PM - 9:30PM,BIOSCI RM3326,Staff,20
 BIOL 206 - Evolutionary Genetics ,1334,"015-LAB
Regular",Th 6:30PM - 9:30PM,BIOSCI RM3319,Staff,18
 BIOL 331 - Analytical Genomics ,1325,"002-TUT
Regular",Th 6:30PM - 7:30PM,STIRLING RM A,"Young,Paul G",60
 CISC 221 - Computer Architecture ,3485,"001-LEC
Regular","Tu 6:30PM - 8:00PM
Th 6:30PM - 8:00PM","STIRLING AUD
STIRLING AUD","Dove,David A
Dove,David A",215
 CISC 458 - Programming Language Processors (S) ,3510,"002-LAB
Regular",Th 6:30PM - 9:30PM,WALTER LIGHT RM210,"Cordy,James R",55
 CIVL 331 - Structural Steel Design ,1831,"002-TUT
Regular",Th 6:30PM - 9:30PM,ELLIS RM321,"MacDougall,Colin C",104
 CMPE 458 - Programming Language Processor ,3539,"002-LAB
Regular",Th 6:30PM - 9:30PM,WALTER LIGHT RM210,"Cordy,James R",55
 COMM 104 - Business Ethics And C S R ,3607,"001-LEC
Regular",Th 6:30PM - 9:30PM,GOODES RM118,"Pellizzari,Paul",83
 COMM 251 - Organizational Behaviour ,3704,"002-LEC
Regular",Th 6:30PM - 9:30PM,GOODES RM141,Staff,64
 COMM 333 - Marketing Strategy ,3651,"001-LEC
Regular",Th 6:30PM - 9:30PM,GOODES RM304,"Drummond,Peter",46
 COMM 651 - Organizational Behaviour ,3728,"002-LEC
Regular",Th 6:30PM - 9:30PM,GOODES RM141,Staff,64
 DEVS 305 - Cuban Culture & Society ,1904,"001-LEC
Regular",Th 6:30PM - 9:30PM,DUNNING RM11,"Dubinsky,Karen",39
 EDST 456 - A Study of the Religious Education Program in the Roman Catholic Schools of Ontario ,2476,"001-LEC
Education","TuTh 6:30PM - 8:30PM
TuTh 6:30PM - 8:30PM","DUNCAN MCARTHUR RM A234
DUNCAN MCARTHUR RM A234","Boniferro,Ann
Boniferro,Ann",32
 ELEC 210 - Intro Elec Circuits & Machines ,3552,"010-LAB
Regular","Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM
Th 6:30PM - 9:30PM","BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314","Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar",34
 ELEC 483 - Microwave & Rf Circuits & Syst ,4997,"004-LAB
Regular",Th 6:30PM - 9:30PM,BEAMISH-MUNRO RM212,"Freundorfer,Alois Peter",6
 GEOL 343 - Hydrogeology ,5642,"002-LAB
Regular",Th 6:30PM - 9:30PM,MILLER RM409,"Reynolds,David Andrew",30
 MECH 216 - Instrumentation and Measurement Labs ,4496,"001-LEC
Regular",Th 6:30PM - 9:30PM,DUPUIS AUD,"Sellens,Richard W",184
 MUSC 188 - Guitar Techniques & Methods ,6318,"001-LAB
Regular",Th 6:30PM - 9:30PM,HARRISON-LECAINE RM120,"Hanlon,Jeff",22
 MUSC 289 - World Musics ,5110,"001-LEC
Regular",Th 6:30PM - 9:30PM,WALTER LIGHT RM205,"Walker,Margaret",50
 POLS 320 - First Nations Politics ,4804,"001-LEC
Regular",Th 6:30PM - 9:30PM,MACDONALD RM4,"Melkevik,Asbjorn",50
 PROF 110B - Self as Teacher ,2561,"102-LEC
Education","Th 6:30PM - 8:30PM
Th 6:30PM - 8:30PM","DUNCAN MCARTHUR RM A241
DUNCAN MCARTHUR RM A242","Ogden,Holly Christine
Ogden,Holly Christine",79
 PROF 310B - Self as Professional ,2570,"102-LEC
Education","Th 6:30PM - 8:30PM
Th 6:30PM - 8:30PM","DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342B","Robinson,Kyle
Robinson,Kyle",68
" CURR 361 - Teaching Tech Ed, Pt 2 ",2427,"001-LEC
Education","Tu 3:50PM - 5:50PM
Tu 3:50PM - 5:50PM
Th 7:00PM - 9:00PM
Th 7:00PM - 9:00PM
Mo 3:50PM - 5:50PM
Tu 3:50PM - 5:50PM","DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180","Holtermann,Ena
Holtermann,Ena
Holtermann,Ena
Holtermann,Ena
Holtermann,Ena
Holtermann,Ena",12
 APSC 161 - Engineering Graphics ,3835,"802-LAB
Regular",TuTh 7:30PM - 9:30PM,BEAMISH-MUNRO RM213,"Shepertycky,Michael",72
 BIOL 331 - Analytical Genomics ,1324,"001-LEC
Regular","We 7:00PM - 9:00PM
Th 7:30PM - 8:30PM","STIRLING RM B
STIRLING RM A","Young,Paul G
Young,Paul G",60
